Date,Product,Quantity,Price,Customer_ID,Region,Total_Sales,Month,Profit
2024-01-03,Phone,4,22599,CUST003,West,90396,1,18079.2
2024-01-04,Headphones,0,31126,CUST004,East,0,1,0.0
2024-01-05,Laptop,7,40777,CUST005,North,285439,1,57087.8
2024-01-06,Laptop,6,40314,CUST006,South,241884,1,48376.8
2024-01-07,Laptop,11,40844,CUST007,South,449284,1,89856.8
2024-01-08,Laptop,7,8070,CUST008,West,56490,1,11298.0
2024-01-09,Tablet,3,33718,CUST009,North,101154,1,20230.800000000003
2024-01-10,Laptop,4,45667,CUST010,West,182668,1,36533.6
2024-01-11,Monitor,8,7025,CUST011,West,56200,1,11240.0
2024-01-12,Phone,4,12392,CUST012,West,49568,1,9913.6
2024-01-13,Phone,9,21275,CUST013,East,191475,1,38295.0
2024-01-14,Headphones,6,4042,CUST014,East,24252,1,4850.400000000001
2024-01-15,Headphones,1,33797,CUST015,West,33797,1,6759.400000000001
2024-01-16,Phone,7,41675,CUST016,South,291725,1,58345.0
2024-01-17,Phone,5,14083,CUST017,South,70415,1,14083.0
2024-01-18,Tablet,5,18354,CUST018,North,91770,1,18354.0
2024-01-19,Tablet,0,43281,CUST019,West,0,1,0.0
2024-01-20,Laptop,8,42715,CUST020,North,341720,1,68344.0
2024-01-21,Laptop,1,36759,CUST021,East,36759,1,7351.8
2024-01-22,Tablet,2,5905,CUST022,West,11810,1,2362.0
2024-01-23,Laptop,8,29574,CUST023,North,236592,1,47318.4
2024-01-24,Headphones,0,18601,CUST024,West,0,1,0.0
2024-01-25,Monitor,2,8985,CUST025,West,17970,1,3594.0
2024-01-26,Laptop,2,25307,CUST026,North,50614,1,10122.800000000001
2024-01-27,Tablet,2,39237,CUST027,North,78474,1,15694.800000000001
2024-01-28,Tablet,8,42860,CUST028,North,342880,1,68576.0
2024-01-29,Headphones,3,46177,CUST029,North,138531,1,27706.2
2024-01-30,Tablet,7,10959,CUST030,North,76713,1,15342.6
2024-01-31,Tablet,6,34814,CUST031,East,208884,1,41776.8
2024-02-01,Phone,6,16681,CUST032,South,100086,2,20017.2
2024-02-02,Tablet,4,21054,CUST033,South,84216,2,16843.2
2024-02-03,Tablet,2,47915,CUST034,East,95830,2,19166.0
2024-02-04,Tablet,7,3969,CUST035,South,27783,2,5556.6
2024-02-05,Tablet,3,44609,CUST036,East,133827,2,26765.4
2024-02-06,Phone,3,39837,CUST037,North,119511,2,23902.2
2024-02-07,Monitor,9,20071,CUST038,East,180639,2,36127.8
2024-02-08,Monitor,3,39077,CUST039,South,117231,2,23446.2
2024-02-09,Phone,4,11899,CUST040,South,47596,2,9519.2
2024-02-10,Monitor,0,20822,CUST041,West,0,2,0.0
2024-02-11,Phone,3,17755,CUST042,West,53265,2,10653.0
2024-02-12,Tablet,4,43992,CUST043,West,175968,2,35193.6
2024-02-13,Monitor,6,43693,CUST044,West,262158,2,52431.600000000006
2024-02-14,Phone,0,39504,CUST045,East,0,2,0.0
2024-02-15,Tablet,3,11069,CUST046,West,33207,2,6641.400000000001
2024-02-16,Phone,6,29900,CUST047,North,179400,2,35880.0
2024-02-17,Monitor,-1,6912,CUST048,West,-6912,2,-1382.4
2024-02-18,Laptop,1,33197,CUST049,South,33197,2,6639.400000000001
2024-02-19,Laptop,3,43527,CUST050,West,130581,2,26116.2
2024-02-20,Phone,9,15916,CUST051,West,143244,2,28648.800000000003
2024-02-21,Headphones,0,33304,CUST052,West,0,2,0.0
2024-02-22,Monitor,7,23371,CUST053,North,163597,2,32719.4
2024-02-23,Tablet,3,1575,CUST054,North,4725,2,945.0
2024-02-24,Tablet,9,3360,CUST055,South,30240,2,6048.0
2024-02-25,Phone,1,38099,CUST056,North,38099,2,7619.8
2024-02-26,Monitor,5,36539,CUST057,East,182695,2,36539.0
2024-02-27,Monitor,2,5958,CUST058,East,11916,2,2383.2000000000003
2024-02-28,Laptop,6,14891,CUST059,South,89346,2,17869.2
2024-02-29,Headphones,5,13389,CUST060,South,66945,2,13389.0
2024-03-01,Tablet,3,29640,CUST061,North,88920,3,17784.0
2024-03-02,Laptop,7,20391,CUST062,South,142737,3,28547.4
2024-03-03,Monitor,9,23686,CUST063,East,213174,3,42634.8
2024-03-04,Laptop,6,18616,CUST064,West,111696,3,22339.2
2024-03-05,Phone,8,43928,CUST065,South,351424,3,70284.8
2024-03-06,Laptop,9,13676,CUST066,North,123084,3,24616.800000000003
2024-03-07,Headphones,0,43788,CUST067,East,0,3,0.0
2024-03-08,Laptop,5,33691,CUST068,North,168455,3,33691.0
2024-03-09,Tablet,5,22333,CUST069,North,111665,3,22333.0
2024-03-10,Laptop,11,36314,CUST070,South,399454,3,79890.8
2024-03-11,Phone,5,35337,CUST071,West,176685,3,35337.0
2024-03-12,Headphones,6,18276,CUST072,East,109656,3,21931.2
2024-03-13,Headphones,8,49247,CUST073,West,393976,3,78795.20000000001
2024-03-14,Tablet,6,18290,CUST074,South,109740,3,21948.0
2024-03-15,Monitor,6,23733,CUST075,North,142398,3,28479.600000000002
2024-03-16,Phone,6,16095,CUST076,South,96570,3,19314.0
2024-03-17,Laptop,8,2573,CUST077,South,20584,3,4116.8
2024-03-18,Tablet,7,26775,CUST078,East,187425,3,37485.0
2024-03-19,Tablet,9,20394,CUST079,North,183546,3,36709.200000000004
2024-03-20,Phone,4,48752,CUST080,South,195008,3,39001.6
2024-03-21,Laptop,5,28317,CUST081,East,141585,3,28317.0
2024-03-22,Headphones,3,49738,CUST082,South,149214,3,29842.800000000003
2024-03-23,Laptop,7,43201,CUST083,North,302407,3,60481.4
2024-03-24,Phone,6,39934,CUST084,South,239604,3,47920.8
2024-03-25,Laptop,3,7049,CUST085,South,21147,3,4229.400000000001
2024-03-26,Monitor,7,12277,CUST086,North,85939,3,17187.8
2024-03-27,Tablet,4,2899,CUST087,West,11596,3,2319.2000000000003
2024-03-28,Phone,5,4145,CUST088,West,20725,3,4145.0
2024-03-29,Laptop,5,38973,CUST089,North,194865,3,38973.0
2024-03-30,Monitor,2,8912,CUST090,East,17824,3,3564.8
2024-03-31,Laptop,0,6384,CUST091,North,0,3,0.0
2024-04-01,Tablet,5,31438,CUST092,South,157190,4,31438.0
2024-04-02,Headphones,8,42930,CUST093,South,343440,4,68688.0
2024-04-03,Laptop,5,16625,CUST094,South,83125,4,16625.0
2024-04-04,Tablet,9,19557,CUST095,West,176013,4,35202.6
2024-04-05,Tablet,10,21155,CUST096,North,211550,4,42310.0
2024-04-06,Headphones,1,7911,CUST097,West,7911,4,1582.2
2024-04-07,Tablet,4,27743,CUST098,East,110972,4,22194.4
2024-04-08,Monitor,-1,31534,CUST099,North,-31534,4,-6306.8
2024-04-09,Headphones,3,24058,CUST100,South,72174,4,14434.800000000001
2024-01-01,Phone,6,37289,CUST001,East,223734,1,44746.8
2024-01-02,Headphones,4,16014,CUST002,North,64056,1,12811.2
2024-01-03,Phone,2,21676,CUST003,West,43352,1,8670.4
2024-01-04,Headphones,0,31821,CUST004,East,0,1,0.0
2024-01-05,Laptop,7,40311,CUST005,North,282177,1,56435.4
2024-01-06,Laptop,6,39536,CUST006,South,237216,1,47443.200000000004
2024-01-07,Laptop,9,39806,CUST007,South,358254,1,71650.8
2024-01-08,Laptop,6,7622,CUST008,West,45732,1,9146.4
2024-01-09,Tablet,3,32022,CUST009,North,96066,1,19213.2
2024-01-10,Laptop,3,45883,CUST010,West,137649,1,27529.800000000003
2024-01-11,Monitor,10,5320,CUST011,West,53200,1,10640.0
2024-01-12,Phone,1,13252,CUST012,West,13252,1,2650.4
2024-01-13,Phone,7,20290,CUST013,East,142030,1,28406.0
2024-01-14,Headphones,5,3789,CUST014,East,18945,1,3789.0
2024-01-15,Headphones,3,33785,CUST015,West,101355,1,20271.0
2024-01-16,Phone,9,42519,CUST016,South,382671,1,76534.2
2024-01-17,Phone,7,12861,CUST017,South,90027,1,18005.4
2024-01-18,Tablet,2,19186,CUST018,North,38372,1,7674.400000000001
2024-01-19,Tablet,-1,44589,CUST019,West,-44589,1,-8917.800000000001
2024-01-20,Laptop,8,41445,CUST020,North,331560,1,66312.0
2024-01-21,Laptop,2,35886,CUST021,East,71772,1,14354.400000000001
2024-01-22,Tablet,2,6418,CUST022,West,12836,1,2567.2000000000003
2024-01-23,Laptop,8,29643,CUST023,North,237144,1,47428.8
2024-01-24,Headphones,1,18112,CUST024,West,18112,1,3622.4
2024-01-25,Monitor,1,10112,CUST025,West,10112,1,2022.4
2024-01-26,Laptop,2,25226,CUST026,North,50452,1,10090.400000000001
2024-01-27,Tablet,2,38933,CUST027,North,77866,1,15573.2
2024-01-28,Tablet,9,44089,CUST028,North,396801,1,79360.20000000001
2024-01-29,Headphones,3,45212,CUST029,North,135636,1,27127.2
2024-01-30,Tablet,7,12451,CUST030,North,87157,1,17431.4
2024-01-31,Tablet,5,34398,CUST031,East,171990,1,34398.0
2024-02-01,Phone,6,17030,CUST032,South,102180,2,20436.0
2024-02-02,Tablet,2,21346,CUST033,South,42692,2,8538.4
2024-02-03,Tablet,0,48290,CUST034,East,0,2,0.0
2024-02-04,Tablet,5,5145,CUST035,South,25725,2,5145.0
2024-02-05,Tablet,5,45890,CUST036,East,229450,2,45890.0
2024-02-06,Phone,3,40278,CUST037,North,120834,2,24166.800000000003
2024-02-07,Monitor,10,18551,CUST038,East,185510,2,37102.0
2024-02-08,Monitor,3,39157,CUST039,South,117471,2,23494.2
2024-02-09,Phone,6,10854,CUST040,South,65124,2,13024.800000000001
2024-02-10,Monitor,2,19854,CUST041,West,39708,2,7941.6
2024-02-11,Phone,-1,18794,CUST042,West,-18794,2,-3758.8
2024-02-12,Tablet,6,43610,CUST043,West,261660,2,52332.0
2024-02-13,Monitor,4,44250,CUST044,West,177000,2,35400.0
2024-02-14,Phone,0,39972,CUST045,East,0,2,0.0
2024-02-15,Tablet,0,10882,CUST046,West,0,2,0.0
2024-02-16,Phone,5,29005,CUST047,North,145025,2,29005.0
2024-02-17,Monitor,3,7104,CUST048,West,21312,2,4262.400000000001
2024-02-18,Laptop,1,32714,CUST049,South,32714,2,6542.8
2024-02-19,Laptop,2,44133,CUST050,West,88266,2,17653.2
2024-02-20,Phone,10,14185,CUST051,West,141850,2,28370.0
2024-02-21,Headphones,-1,32681,CUST052,West,-32681,2,-6536.200000000001
2024-02-22,Monitor,4,23678,CUST053,North,94712,2,18942.4
2024-02-23,Tablet,4,717,CUST054,North,2868,2,573.6
2024-02-24,Tablet,6,4698,CUST055,South,28188,2,5637.6
2024-02-25,Phone,2,36796,CUST056,North,73592,2,14718.400000000001
2024-02-26,Monitor,7,36906,CUST057,East,258342,2,51668.4
2024-02-27,Monitor,4,5232,CUST058,East,20928,2,4185.6
2024-02-28,Laptop,3,14825,CUST059,South,44475,2,8895.0
2024-02-29,Headphones,2,13458,CUST060,South,26916,2,5383.200000000001
2024-03-01,Tablet,5,29960,CUST061,North,149800,3,29960.0
2024-03-02,Laptop,7,20614,CUST062,South,144298,3,28859.600000000002
2024-03-03,Monitor,10,23528,CUST063,East,235280,3,47056.0
2024-03-04,Laptop,5,18552,CUST064,West,92760,3,18552.0
2024-03-05,Phone,8,45477,CUST065,South,363816,3,72763.2
2024-03-06,Laptop,9,14033,CUST066,North,126297,3,25259.4
2024-03-07,Headphones,0,45225,CUST067,East,0,3,0.0
2024-03-08,Laptop,5,33893,CUST068,North,169465,3,33893.0
2024-03-09,Tablet,1,23619,CUST069,North,23619,3,4723.8
2024-03-10,Laptop,11,35707,CUST070,South,392777,3,78555.40000000001
2024-03-11,Phone,6,35257,CUST071,West,211542,3,42308.4
2024-03-12,Headphones,7,19193,CUST072,East,134351,3,26870.2
2024-03-13,Headphones,6,50784,CUST073,West,304704,3,60940.8
2024-03-14,Tablet,3,17963,CUST074,South,53889,3,10777.800000000001
2024-03-15,Monitor,4,24328,CUST075,North,97312,3,19462.4
2024-03-16,Phone,5,15763,CUST076,South,78815,3,15763.0
2024-03-17,Laptop,9,3010,CUST077,South,27090,3,5418.0
2024-03-18,Tablet,11,26885,CUST078,East,295735,3,59147.0
2024-03-19,Tablet,11,19770,CUST079,North,217470,3,43494.0
2024-03-20,Phone,4,48891,CUST080,South,195564,3,39112.8
2024-03-21,Laptop,4,28814,CUST081,East,115256,3,23051.2
2024-03-22,Headphones,4,49261,CUST082,South,197044,3,39408.8
2024-03-23,Laptop,10,44064,CUST083,North,440640,3,88128.0
2024-03-24,Phone,7,40438,CUST084,South,283066,3,56613.200000000004
2024-03-25,Laptop,3,8068,CUST085,South,24204,3,4840.8
2024-03-26,Monitor,7,10894,CUST086,North,76258,3,15251.6
2024-03-27,Tablet,6,3694,CUST087,West,22164,3,4432.8
2024-03-28,Phone,5,5411,CUST088,West,27055,3,5411.0
2024-03-29,Laptop,5,39033,CUST089,North,195165,3,39033.0
2024-03-30,Monitor,4,8678,CUST090,East,34712,3,6942.400000000001
2024-03-31,Laptop,1,6661,CUST091,North,6661,3,1332.2
2024-04-01,Tablet,4,31278,CUST092,South,125112,4,25022.4
2024-04-02,Headphones,4,42309,CUST093,South,169236,4,33847.200000000004
2024-04-03,Laptop,5,16884,CUST094,South,84420,4,16884.0
2024-04-04,Tablet,7,19361,CUST095,West,135527,4,27105.4
2024-04-05,Tablet,9,20887,CUST096,North,187983,4,37596.6
2024-04-06,Headphones,0,8525,CUST097,West,0,4,0.0
2024-04-07,Tablet,3,26201,CUST098,East,78603,4,15720.6
2024-04-08,Monitor,1,30345,CUST099,North,30345,4,6069.0
2024-04-09,Headphones,3,22418,CUST100,South,67254,4,13450.800000000001
2024-01-01,Phone,8,36797,CUST001,East,294376,1,58875.200000000004
2024-01-02,Headphones,3,14612,CUST002,North,43836,1,8767.2
2024-01-03,Phone,2,21942,CUST003,West,43884,1,8776.800000000001
2024-01-04,Headphones,1,30257,CUST004,East,30257,1,6051.400000000001
2024-01-05,Laptop,9,38915,CUST005,North,350235,1,70047.0
2024-01-06,Laptop,6,40261,CUST006,South,241566,1,48313.200000000004
2024-01-07,Laptop,7,40575,CUST007,South,284025,1,56805.0
2024-01-08,Laptop,9,7424,CUST008,West,66816,1,13363.2
2024-01-09,Tablet,3,33360,CUST009,North,100080,1,20016.0
2024-01-10,Laptop,5,45594,CUST010,West,227970,1,45594.0
2024-01-11,Monitor,6,5941,CUST011,West,35646,1,7129.200000000001
2024-01-12,Phone,0,12826,CUST012,West,0,1,0.0
2024-01-13,Phone,10,21381,CUST013,East,213810,1,42762.0
2024-01-14,Headphones,5,3667,CUST014,East,18335,1,3667.0
2024-01-15,Headphones,4,34170,CUST015,West,136680,1,27336.0
2024-01-16,Phone,10,41327,CUST016,South,413270,1,82654.0
2024-01-17,Phone,5,12900,CUST017,South,64500,1,12900.0
2024-01-18,Tablet,5,19728,CUST018,North,98640,1,19728.0
2024-01-19,Tablet,1,43873,CUST019,West,43873,1,8774.6
2024-01-20,Laptop,6,41126,CUST020,North,246756,1,49351.200000000004
2024-01-21,Laptop,5,36907,CUST021,East,184535,1,36907.0
2024-01-22,Tablet,3,6301,CUST022,West,18903,1,3780.6000000000004
2024-01-23,Laptop,7,30127,CUST023,North,210889,1,42177.8
2024-01-24,Headphones,3,17942,CUST024,West,53826,1,10765.2
2024-01-25,Monitor,2,9156,CUST025,West,18312,1,3662.4
2024-01-26,Laptop,3,25004,CUST026,North,75012,1,15002.400000000001
2024-01-27,Tablet,1,37833,CUST027,North,37833,1,7566.6
2024-01-28,Tablet,9,43101,CUST028,North,387909,1,77581.8
2024-01-29,Headphones,3,45620,CUST029,North,136860,1,27372.0
2024-01-30,Tablet,7,11232,CUST030,North,78624,1,15724.800000000001
2024-01-31,Tablet,6,35681,CUST031,East,214086,1,42817.200000000004
2024-02-01,Phone,2,16859,CUST032,South,33718,2,6743.6
2024-02-02,Tablet,4,21658,CUST033,South,86632,2,17326.4
2024-02-03,Tablet,3,49544,CUST034,East,148632,2,29726.4
2024-02-04,Tablet,6,5205,CUST035,South,31230,2,6246.0
2024-02-05,Tablet,6,45176,CUST036,East,271056,2,54211.200000000004
2024-02-06,Phone,4,41102,CUST037,North,164408,2,32881.6
2024-02-07,Monitor,8,19332,CUST038,East,154656,2,30931.2
2024-02-08,Monitor,1,39554,CUST039,South,39554,2,7910.8
2024-02-09,Phone,4,11533,CUST040,South,46132,2,9226.4
2024-02-10,Monitor,-1,20716,CUST041,West,-20716,2,-4143.2
2024-02-11,Phone,1,17771,CUST042,West,17771,2,3554.2000000000003
2024-02-12,Tablet,8,43022,CUST043,West,344176,2,68835.2
2024-02-13,Monitor,6,43076,CUST044,West,258456,2,51691.200000000004
2024-02-14,Phone,4,40486,CUST045,East,161944,2,32388.800000000003
2024-02-15,Tablet,1,10391,CUST046,West,10391,2,2078.2000000000003
2024-02-16,Phone,6,30132,CUST047,North,180792,2,36158.4
2024-02-17,Monitor,0,6836,CUST048,West,0,2,0.0
2024-02-18,Laptop,-1,32450,CUST049,South,-32450,2,-6490.0
2024-02-19,Laptop,5,44044,CUST050,West,220220,2,44044.0
2024-02-20,Phone,8,15862,CUST051,West,126896,2,25379.2
2024-02-21,Headphones,2,32093,CUST052,West,64186,2,12837.2
2024-02-22,Monitor,8,23173,CUST053,North,185384,2,37076.8
2024-02-23,Tablet,5,2029,CUST054,North,10145,2,2029.0
2024-02-24,Tablet,5,5262,CUST055,South,26310,2,5262.0
2024-02-25,Phone,2,37360,CUST056,North,74720,2,14944.0
2024-02-26,Monitor,8,36158,CUST057,East,289264,2,57852.8
2024-02-27,Monitor,2,5366,CUST058,East,10732,2,2146.4
2024-02-28,Laptop,6,15079,CUST059,South,90474,2,18094.8
2024-02-29,Headphones,4,12713,CUST060,South,50852,2,10170.400000000001
2024-03-01,Tablet,5,30289,CUST061,North,151445,3,30289.0
2024-03-02,Laptop,8,19398,CUST062,South,155184,3,31036.800000000003
2024-03-03,Monitor,9,24423,CUST063,East,219807,3,43961.4
2024-03-04,Laptop,6,18677,CUST064,West,112062,3,22412.4
2024-03-05,Phone,7,45034,CUST065,South,315238,3,63047.600000000006
2024-03-06,Laptop,7,13622,CUST066,North,95354,3,19070.8
2024-03-07,Headphones,4,43549,CUST067,East,174196,3,34839.200000000004
2024-03-08,Laptop,3,34011,CUST068,North,102033,3,20406.600000000002
2024-03-09,Tablet,2,22333,CUST069,North,44666,3,8933.2
2024-03-10,Laptop,9,35959,CUST070,South,323631,3,64726.200000000004
2024-03-11,Phone,5,34861,CUST071,West,174305,3,34861.0
2024-03-12,Headphones,7,18191,CUST072,East,127337,3,25467.4
2024-03-13,Headphones,5,50380,CUST073,West,251900,3,50380.0
2024-03-14,Tablet,5,16734,CUST074,South,83670,3,16734.0
2024-03-15,Monitor,8,22793,CUST075,North,182344,3,36468.8
2024-03-16,Phone,6,15917,CUST076,South,95502,3,19100.4
2024-03-17,Laptop,6,2498,CUST077,South,14988,3,2997.6000000000004
2024-03-18,Tablet,11,26824,CUST078,East,295064,3,59012.8
2024-03-19,Tablet,10,18536,CUST079,North,185360,3,37072.0
2024-03-20,Phone,5,48249,CUST080,South,241245,3,48249.0
2024-03-21,Laptop,4,28772,CUST081,East,115088,3,23017.600000000002
2024-03-22,Headphones,4,49511,CUST082,South,198044,3,39608.8
2024-03-23,Laptop,10,44595,CUST083,North,445950,3,89190.0
2024-03-24,Phone,8,40595,CUST084,South,324760,3,64952.0
2024-03-25,Laptop,2,7296,CUST085,South,14592,3,2918.4
2024-03-26,Monitor,9,11253,CUST086,North,101277,3,20255.4
2024-03-27,Tablet,6,3249,CUST087,West,19494,3,3898.8
2024-03-28,Phone,8,4653,CUST088,West,37224,3,7444.8
2024-03-29,Laptop,4,37261,CUST089,North,149044,3,29808.800000000003
2024-03-30,Monitor,6,9530,CUST090,East,57180,3,11436.0
2024-03-31,Laptop,3,8135,CUST091,North,24405,3,4881.0
2024-04-01,Tablet,4,29608,CUST092,South,118432,4,23686.4
2024-04-02,Headphones,8,42218,CUST093,South,337744,4,67548.8
2024-04-03,Laptop,5,16355,CUST094,South,81775,4,16355.0
2024-04-04,Tablet,9,19871,CUST095,West,178839,4,35767.8
2024-04-05,Tablet,7,20429,CUST096,North,143003,4,28600.600000000002
2024-04-06,Headphones,3,8612,CUST097,West,25836,4,5167.200000000001
2024-04-07,Tablet,7,28022,CUST098,East,196154,4,39230.8
2024-04-08,Monitor,0,31152,CUST099,North,0,4,0.0
2024-04-09,Headphones,7,23528,CUST100,South,164696,4,32939.200000000004
2024-01-01,Phone,7,36410,CUST001,East,254870,1,50974.0
2024-01-02,Headphones,4,16326,CUST002,North,65304,1,13060.800000000001
2024-01-03,Phone,1,21742,CUST003,West,21742,1,4348.400000000001
2024-01-04,Headphones,3,31365,CUST004,East,94095,1,18819.0
2024-01-05,Laptop,7,39030,CUST005,North,273210,1,54642.0
2024-01-06,Laptop,6,40408,CUST006,South,242448,1,48489.600000000006
2024-01-07,Laptop,7,40356,CUST007,South,282492,1,56498.4
2024-01-08,Laptop,8,6921,CUST008,West,55368,1,11073.6
2024-01-09,Tablet,4,32991,CUST009,North,131964,1,26392.800000000003
2024-01-10,Laptop,4,44694,CUST010,West,178776,1,35755.200000000004
2024-01-11,Monitor,9,6198,CUST011,West,55782,1,11156.400000000001
2024-01-12,Phone,2,13002,CUST012,West,26004,1,5200.8
2024-01-13,Phone,7,20125,CUST013,East,140875,1,28175.0
2024-01-14,Headphones,3,3811,CUST014,East,11433,1,2286.6
2024-01-15,Headphones,3,34113,CUST015,West,102339,1,20467.800000000003
2024-01-16,Phone,7,42452,CUST016,South,297164,1,59432.8
2024-01-17,Phone,3,13417,CUST017,South,40251,1,8050.200000000001
2024-01-18,Tablet,5,18446,CUST018,North,92230,1,18446.0
2024-01-19,Tablet,1,43071,CUST019,West,43071,1,8614.2
2024-01-20,Laptop,7,40919,CUST020,North,286433,1,57286.600000000006
2024-01-21,Laptop,3,37095,CUST021,East,111285,1,22257.0
2024-01-22,Tablet,4,7589,CUST022,West,30356,1,6071.200000000001
2024-01-23,Laptop,10,28787,CUST023,North,287870,1,57574.0
2024-01-24,Headphones,2,18372,CUST024,West,36744,1,7348.8
2024-01-25,Monitor,2,9524,CUST025,West,19048,1,3809.6000000000004
2024-01-26,Laptop,3,25039,CUST026,North,75117,1,15023.400000000001
2024-01-27,Tablet,-1,39233,CUST027,North,-39233,1,-7846.6
2024-01-28,Tablet,7,43372,CUST028,North,303604,1,60720.8
2024-01-29,Headphones,-1,45856,CUST029,North,-45856,1,-9171.2
2024-01-30,Tablet,10,11452,CUST030,North,114520,1,22904.0
2024-01-31,Tablet,8,34640,CUST031,East,277120,1,55424.0
2024-02-01,Phone,2,16160,CUST032,South,32320,2,6464.0
2024-02-02,Tablet,2,21130,CUST033,South,42260,2,8452.0
2024-02-03,Tablet,2,47865,CUST034,East,95730,2,19146.0
2024-02-04,Tablet,8,5063,CUST035,South,40504,2,8100.8
2024-02-05,Tablet,2,46035,CUST036,East,92070,2,18414.0
2024-02-06,Phone,6,40837,CUST037,North,245022,2,49004.4
2024-02-07,Monitor,6,20188,CUST038,East,121128,2,24225.600000000002
2024-02-08,Monitor,3,39024,CUST039,South,117072,2,23414.4
2024-02-09,Phone,3,11106,CUST040,South,33318,2,6663.6
2024-02-10,Monitor,3,19203,CUST041,West,57609,2,11521.800000000001
2024-02-11,Phone,3,19230,CUST042,West,57690,2,11538.0
2024-02-12,Tablet,8,43355,CUST043,West,346840,2,69368.0
2024-02-13,Monitor,3,43777,CUST044,West,131331,2,26266.2
2024-02-14,Phone,3,40423,CUST045,East,121269,2,24253.800000000003
2024-02-15,Tablet,1,10948,CUST046,West,10948,2,2189.6
2024-02-16,Phone,4,30373,CUST047,North,121492,2,24298.4
2024-02-17,Monitor,1,6552,CUST048,West,6552,2,1310.4
2024-02-18,Laptop,2,32025,CUST049,South,64050,2,12810.0
2024-02-19,Laptop,3,44551,CUST050,West,133653,2,26730.600000000002
2024-02-20,Phone,8,14718,CUST051,West,117744,2,23548.800000000003
2024-02-21,Headphones,1,33138,CUST052,West,33138,2,6627.6
2024-02-22,Monitor,7,23927,CUST053,North,167489,2,33497.8
2024-02-23,Tablet,5,1449,CUST054,North,7245,2,1449.0
2024-02-24,Tablet,7,4673,CUST055,South,32711,2,6542.200000000001
2024-02-25,Phone,3,37871,CUST056,North,113613,2,22722.600000000002
2024-02-26,Monitor,7,36541,CUST057,East,255787,2,51157.4
2024-02-27,Monitor,3,4577,CUST058,East,13731,2,2746.2000000000003
2024-02-28,Laptop,7,15319,CUST059,South,107233,2,21446.600000000002
2024-02-29,Headphones,4,14385,CUST060,South,57540,2,11508.0
2024-03-01,Tablet,3,29895,CUST061,North,89685,3,17937.0
2024-03-02,Laptop,8,19963,CUST062,South,159704,3,31940.800000000003
2024-03-03,Monitor,10,23277,CUST063,East,232770,3,46554.0
2024-03-04,Laptop,4,18060,CUST064,West,72240,3,14448.0
2024-03-05,Phone,8,44235,CUST065,South,353880,3,70776.0
2024-03-06,Laptop,6,14524,CUST066,North,87144,3,17428.8
2024-03-07,Headphones,1,44992,CUST067,East,44992,3,8998.4
2024-03-08,Laptop,4,34746,CUST068,North,138984,3,27796.800000000003
2024-03-09,Tablet,2,23558,CUST069,North,47116,3,9423.2
2024-03-10,Laptop,7,36208,CUST070,South,253456,3,50691.200000000004
2024-03-11,Phone,2,33933,CUST071,West,67866,3,13573.2
2024-03-12,Headphones,10,18963,CUST072,East,189630,3,37926.0
2024-03-13,Headphones,6,50402,CUST073,West,302412,3,60482.4
2024-03-14,Tablet,6,18082,CUST074,South,108492,3,21698.4
2024-03-15,Monitor,5,22958,CUST075,North,114790,3,22958.0
2024-03-16,Phone,3,16151,CUST076,South,48453,3,9690.6
2024-03-17,Laptop,9,2267,CUST077,South,20403,3,4080.6000000000004
2024-03-18,Tablet,10,26094,CUST078,East,260940,3,52188.0
2024-03-19,Tablet,8,19052,CUST079,North,152416,3,30483.2
2024-03-20,Phone,5,48322,CUST080,South,241610,3,48322.0
2024-03-21,Laptop,3,28763,CUST081,East,86289,3,17257.8
2024-03-22,Headphones,3,48353,CUST082,South,145059,3,29011.800000000003
2024-03-23,Laptop,9,42983,CUST083,North,386847,3,77369.40000000001
2024-03-24,Phone,8,39938,CUST084,South,319504,3,63900.8
2024-03-25,Laptop,2,7384,CUST085,South,14768,3,2953.6000000000004
2024-03-26,Monitor,9,11488,CUST086,North,103392,3,20678.4
2024-03-27,Tablet,2,4092,CUST087,West,8184,3,1636.8000000000002
2024-03-28,Phone,7,5026,CUST088,West,35182,3,7036.400000000001
2024-03-29,Laptop,4,37376,CUST089,North,149504,3,29900.800000000003
2024-03-30,Monitor,2,9919,CUST090,East,19838,3,3967.6000000000004
2024-03-31,Laptop,-1,8147,CUST091,North,-8147,3,-1629.4
2024-04-01,Tablet,5,31170,CUST092,South,155850,4,31170.0
2024-04-02,Headphones,6,42137,CUST093,South,252822,4,50564.4
2024-04-03,Laptop,5,16859,CUST094,South,84295,4,16859.0
2024-04-04,Tablet,8,19247,CUST095,West,153976,4,30795.2
2024-04-05,Tablet,8,21409,CUST096,North,171272,4,34254.4
2024-04-06,Headphones,-1,6803,CUST097,West,-6803,4,-1360.6000000000001
2024-04-07,Tablet,3,26863,CUST098,East,80589,4,16117.800000000001
2024-04-08,Monitor,3,29898,CUST099,North,89694,4,17938.8
2024-04-09,Headphones,5,23788,CUST100,South,118940,4,23788.0
2024-01-01,Phone,8,37176,CUST001,East,297408,1,59481.600000000006
2024-01-02,Headphones,4,15433,CUST002,North,61732,1,12346.400000000001
2024-01-03,Phone,4,21249,CUST003,West,84996,1,16999.2
2024-01-04,Headphones,-1,31074,CUST004,East,-31074,1,-6214.8
2024-01-05,Laptop,6,40150,CUST005,North,240900,1,48180.0
